policy,map_label,n_drones,seed,final_coverage,time_to_50,time_to_80,time_to_100,total_energy_j,overlap_m2,wasted_visits,time_to_terminal,reason
Spiral,closed_33,2,1,0.33391003460207613,inf,inf,inf,242424.00000000003,1150.0,3085,686.5000000000875,ALL_DEPLETED
Spiral,closed_33,2,2,0.21107266435986158,inf,inf,inf,242424.00000000003,0.0,2826,708.0000000000924,ALL_DEPLETED
VoronoiPartition,closed_33,2,0,0.4273356401384083,inf,inf,inf,242424.00000000003,0.0,2485,706.7000000000921,ALL_DEPLETED
VoronoiPartition,closed_33,2,1,0.4117647058823529,inf,inf,inf,242424.00000000003,75.0,2487,710.9000000000931,ALL_DEPLETED
VoronoiPartition,closed_33,2,2,0.6816608996539792,147.89999999999588,inf,inf,242424.00000000003,150.0,2533,687.6000000000878,ALL_DEPLETED
GridDecomposition,closed_33,2,0,0.33391003460207613,inf,inf,inf,242424.00000000003,0.0,3166,699.3000000000904,ALL_DEPLETED
GridDecomposition,closed_33,2,1,0.41522491349480967,inf,inf,inf,242424.00000000003,375.0,2454,711.1000000000931,ALL_DEPLETED
GridDecomposition,closed_33,2,2,0.35813148788927335,inf,inf,inf,242424.00000000003,0.0,2094,715.3000000000941,ALL_DEPLETED
STC,closed_33,2,0,0.2370242214532872,inf,inf,inf,242424.00000000003,0.0,962,724.3000000000961,ALL_DEPLETED
STC,closed_33,2,1,0.42560553633217996,inf,inf,inf,242424.00000000003,0.0,1428,727.8000000000969,ALL_DEPLETED
STC,closed_33,2,2,0.13667820069204153,inf,inf,inf,242424.00000000003,0.0,994,731.4000000000977,ALL_DEPLETED
Random,closed_33,5,0,0.9757785467128027,92.899999999999,314.8000000000031,inf,606060.0,10275.0,4499,695.6000000000896,ALL_DEPLETED
Random,closed_33,5,1,0.972318339100346,140.6999999999963,313.40000000000276,inf,606060.0,12000.0,4703,693.3000000000891,ALL_DEPLETED
Random,closed_33,5,2,0.8910034602076125,102.99999999999842,422.1000000000275,inf,606060.0,9675.0,4779,694.8000000000894,ALL_DEPLETED
Boustrophedon,closed_33,5,0,0.18166089965397925,inf,inf,inf,606060.0,400.0,5856,724.0000000000961,ALL_DEPLETED
Boustrophedon,closed_33,5,1,0.38581314878892736,inf,inf,inf,606060.0,2250.0,5576,727.1000000000968,ALL_DEPLETED
Boustrophedon,closed_33,5,2,0.5190311418685121,355.50000000001234,inf,inf,606060.0,4550.0,6585,710.700000000093,ALL_DEPLETED
Spiral,closed_33,5,0,0.6245674740484429,223.59999999999158,inf,inf,606060.0,1725.0,8301,694.2000000000893,ALL_DEPLETED
Spiral,closed_33,5,1,0.5916955017301038,235.6999999999909,inf,inf,606060.0,3150.0,7392,708.2000000000925,ALL_DEPLETED
Spiral,closed_33,5,2,0.6176470588235294,226.29999999999143,inf,inf,606060.0,1750.0,7754,708.0000000000924,ALL_DEPLETED
VoronoiPartition,closed_33,5,0,0.9429065743944637,48.00000000000041,168.5999999999947,inf,606060.0,5250.0,5891,706.5000000000921,ALL_DEPLETED
VoronoiPartition,closed_33,5,1,0.8373702422145328,53.50000000000049,130.69999999999686,inf,606060.0,2050.0,6386,720.7000000000953,ALL_DEPLETED
VoronoiPartition,closed_33,5,2,0.6539792387543253,40.80000000000031,inf,inf,606060.0,3775.0,6092,712.5000000000935,ALL_DEPLETED
GridDecomposition,closed_33,5,0,0.71280276816609,111.59999999999793,inf,inf,606060.0,2275.0,7151,698.0000000000902,ALL_DEPLETED
GridDecomposition,closed_33,5,1,0.9359861591695502,61.90000000000061,428.50000000002893,inf,606060.0,1625.0,7171,702.0000000000911,ALL_DEPLETED
GridDecomposition,closed_33,5,2,0.7370242214532872,79.89999999999974,inf,inf,606060.0,2825.0,7117,692.6000000000889,ALL_DEPLETED
STC,closed_33,5,0,0.9411764705882353,58.20000000000056,330.6000000000067,inf,606060.0,2175.0,4327,727.4000000000968,ALL_DEPLETED
STC,closed_33,5,1,0.671280276816609,71.7000000000002,inf,inf,606060.0,1975.0,2601,729.4000000000973,ALL_DEPLETED
STC,closed_33,5,2,0.6937716262975778,46.40000000000039,inf,inf,606060.0,1850.0,2051,730.6000000000976,ALL_DEPLETED
Random,closed_33,10,0,0.9948096885813149,40.0000000000003,120.8999999999974,inf,1212120.0,13750.0,10154,692.4000000000889,ALL_DEPLETED
Random,closed_33,10,1,1.0,49.30000000000043,120.9999999999974,617.0000000000717,1084102.4187606676,13700.0,8854,617.0000000000717,COMPLETED
Random,closed_33,10,2,0.9826989619377162,43.70000000000035,126.69999999999708,inf,1212120.0,13350.0,9840,695.9000000000897,ALL_DEPLETED
Boustrophedon,closed_33,10,0,0.8979238754325259,61.80000000000061,580.8000000000635,inf,1212120.0,6375.0,13006,728.300000000097,ALL_DEPLETED
Boustrophedon,closed_33,10,1,0.6764705882352942,56.50000000000053,inf,inf,1212120.0,6400.0,13163,727.5000000000969,ALL_DEPLETED
Boustrophedon,closed_33,10,2,0.9273356401384083,56.10000000000053,393.00000000002086,inf,1212120.0,6175.0,12128,729.9000000000974,ALL_DEPLETED
Spiral,closed_33,10,0,0.7975778546712803,65.60000000000055,inf,inf,1212120.0,8250.0,15321,723.600000000096,ALL_DEPLETED
